id,barcode,name,spec,unit,price,brand,supplier,made_in,discount,inventory,expiration_data,product_location
1860,6918598028099,波力海苔(PO-LI SEASONED SEAWEED8切8枚原味)3g,3g(8切8枚）0.11oz,包,3.0,波力,波力食品工业(昆山)有限公司,江苏,1.0,46,2027-08-02,A
1861,6918689100253,卤味丁香鱼,110g/瓶,瓶,87.76,永利源,福建省南安市永利源综合食品有限公司,南安,1.0,21,2027-04-19,H
1862,6918678770016,李锦记蒜蓉辣椒酱226克,226g/瓶,瓶,15.6,调味品,李锦记(广州)食品有限公司,广州,1.0,28,2026-09-03,H
1863,6918678100028,李锦记旧庄蚝油,510g/510g,瓶,37.3,调味品,李锦记(广州)食品有限公司,68,1.0,20,2027-01-04,H
1864,6918962000171,裕湘大豆高蛋白面 500g/支,500g,包,4.8,裕湘,湖南裕湘食品有限公司,106,1.0,20,2026-09-13,E
1865,6918678740040,李锦记叉烧酱240g,240g,瓶,22.5,李锦记,李锦记(广州)食品有限公司,广州,0.9,24,2026-12-06,A
1866,6918717120208,洁云0卷筒卫生纸-20卷装,100mm*114mm*2层 175节/,包,29.9,洁云,上海东冠健康用品股份有限公司,上海,0.9,20,2027-01-23,F
1867,6918861003549,香瓜子,朝中,袋,24.9,朝中,南京朝中食品有限责任公司,江苏南京,1.0,28,2027-02-27,B
1868,6918254118881,酸菜鱼佐料,300g/袋,袋,4.5,乐宝,四川李记酱菜调味品有限公司,眉山,1.0,21,2027-08-29,F
1869,6918316001144,新蕊丝/超薄贴芯超长夜用,1*10,包,5.0,蕊丝,中山佳健生活用品有限公司,上海,1.0,50,2026-09-04,D
1870,6918678939550,柱侯酱240克,240g/240g,瓶,36.0,李锦记,李锦记(广州)食品有限公司,广州,0.8,23,2027-01-27,G
1871,6918254901018,李记乐宝鱼酸菜250g,250g,袋,2.53,李记乐宝,四川李记酱菜调味品有限公司,四川,1.0,49,2026-12-08,E
1872,6918717222193,洁云2层手帕纸-18包装,210mm*205mm*2层*10片/包,袋,5.9,洁云,上海东冠健康用品股份有限公司,上海,1.0,46,2027-05-25,H
1873,6918110887876,琥珀核桃仁,128,袋,18.9,含羞草,福建东方食品集团有限公司,漳州,1.0,41,2027-04-24,B
1874,6918861002689,朝中瓜子,朝中,袋,39.2,朝中,南京朝中食品有限责任公司,江苏南京,1.0,26,2027-06-04,E
1875,6917976031560,洋槐花蜂蜜,1.1千克,瓶,69.8,养蜂农,桂林周氏顺发食品有限公司,广东,0.9,34,2027-07-30,C
1876,6918163010887,急支糖浆,100毫升/瓶,盒,8.0,太极,太极集团重庆涪陵制药厂有限公司,太极集团,1.0,20,2026-12-01,B
1877,6918316000727,佳期缤纷系列卫生巾(独立装~无护垫~绢爽网面~护翼~日用~超薄)4159_10片,10片/包,包,5.5,佳期,中山佳健生活用品有限公司,上海,1.0,44,2026-12-23,D
1878,6918611500175,精盒卤汁豆腐干（甜）,90g,盒,4.5,津津,苏州津津食品有限公司,苏州,1.0,45,2027-01-26,B
1879,6917878002576,雀巢高钙低脂牛奶 @12x1L N2 CN,1KG,盒,7.8,NESTLE,雀巢(中国)有限公司,青岛,1.0,31,2026-12-02,C
1880,6917935004253,UFO飞碟炒面XO酱海鲜风味89克,89克,包,5.8,日清,广东顺德日清食品有限公司,顺德,1.0,43,2027-02-02,F
1881,6918316000369,护垫装卫生巾,20片,包,18.2,佳期,中山佳健生活用品有限公司,晋江,1.0,35,2027-07-24,G
1882,6917976031492,周氏养蜂农枸杞蜂蜜,1.1千克,瓶,68.0,周氏养蜂农,桂林周氏顺发食品有限公司,桂林,1.0,41,2027-02-16,B
1883,6917935002181,合味道香辣海鲜风味方便面 81克,81克,杯,53.0,日清,广东顺德日清食品有限公司,珠海,1.0,23,2026-10-28,A
1884,6918316000987,佳期干爽全月装22片卫生巾*1*18,1*10,包,11.0,佳期,中山佳健生活用品有限公司,上海,1.0,39,2027-09-06,E
1885,6918404200183,标榜焗油洗发露1150ML,-,瓶,56.8,标榜,无锡标榜化妆品有限公司,无锡,1.0,41,2027-05-25,B
1886,6917790977303,安琪酵母/110克,33g*80/袋,袋,2.4,安琪,安琪酵母股份有限公司,湖北,0.9,44,2027-05-28,G
1887,6917935002167,NISSIN日清合味道五香牛肉风味84克,84克,杯,4.9,NISSIN日清,广东顺德日清食品有限公司,广东,1.0,36,2027-05-05,G
1888,6917921004106,乳霜润肤沐浴乳,750ml,瓶,30.0,澳宝,澳宝化妆品(惠州)有限公司,惠州,1.0,31,2027-09-17,D
1889,6918316000970,佳期超值柔棉全月装组合卫生巾22片装,1*5,包,9.0,蕊丝,中山佳健生活用品有限公司,广东,1.0,22,2027-09-04,D
1890,6918254103337,红油泡豇豆,100g/袋,袋,1.9,乐宝,四川李记酱菜调味品有限公司,四川,1.0,28,2026-09-09,H
1891,6918678310014,李锦记财神耗油,255g/255g,桶,7.8,调味品,李锦记(广州)食品有限公司,地,1.0,38,2027-01-11,F
1892,6917921008913,澳宝 薰衣草沐浴露750ml,750ml,瓶,30.0,澳宝,澳宝化妆品(惠州)有限公司,惠州,1.0,22,2026-10-15,E
1893,6918598021823,波力海苔100束75g,-,罐,58.0,波力,波力食品工业(昆山)有限公司,江苏,1.0,42,2027-02-26,A
1894,6917790978591,安琪甜酒曲（二连袋）8g*2*20包*4件,8gX2/8gX2,袋,45.0,安琪,安琪酵母股份有限公司,湖北,1.0,27,2026-10-01,F
1895,6918381138448,三番极辣青芥辣43g,43克/盒,支,3.5,三番,广东嘉豪食品有限公司,新都,1.0,37,2027-04-06,A
1896,6917541771723,炭烧咖啡,360g,包,33.8,春光,海南春光食品有限公司,春光,1.0,21,2027-04-30,E
1897,6917902013226,婴儿纸尿裤 (M)1×12,1×12,包,15.3,Te,绍兴唯尔福妇幼用品有限公司,上海,1.0,38,2026-10-26,G
1898,6917921002904,澳宝 清爽薄荷沐浴露保湿750ml,750ml,瓶,30.0,澳宝,澳宝化妆品(惠州)有限公司,惠州,1.0,47,2027-03-27,E
1899,6917541771600,180g春光榴莲糖*1x40,180克,包,8.5,春光,海南春光食品有限公司,海南,1.0,25,2027-08-02,F
1900,6918316001151,新蕊丝/超薄贴芯超长夜用,1*20,包,6.9,蕊丝,中山佳健生活用品有限公司,上海,0.8,43,2026-11-18,B
1901,6917291000234,金沙回沙酒五星（省内版）,500ml/瓶,瓶,108.0,金沙,贵州金沙窖酒酒业有限公司,金沙,1.0,49,2027-05-30,B
1902,6917536004010,五香牛肉(杯面),83g,杯,4.7,开杯乐,日清食品(中国)投资有限公司,上海,1.0,28,2026-09-16,D
1903,6917255000065,桂林辣椒酱（蒜蓉辣味）,215g/瓶,瓶,6.7,花桥牌,桂林花桥食品有限公司,桂林,1.0,32,2026-12-31,D
1904,6917536001040,福泰隆 日清点心杯美美罗宋汤 52g,小杯面,包,3.4,点心杯,日清食品(中国)投资有限公司,上海,0.9,36,2026-10-11,B
1905,6917541801253,椰子软糖,200g,包,9.8,春光,海南春光食品有限公司,海南,0.8,24,2026-09-26,F
1906,6917751430106,妙洁增厚保鲜袋,35厘米*25厘米,包,8.8,妙洁,脱普日用化学品(中国)有限公司,无锡,1.0,48,2027-01-30,G
1907,6917541661437,春光椰奶咖啡5_400克,400克/罐,罐,33.8,春光,海南春光食品有限公司,春光,1.0,37,2026-11-19,F
1908,6917541801406,春光速溶椰子粉-400克,400克/罐,罐,28.0,春光,海南春光食品有限公司,湛江,1.0,47,2026-12-09,F
1909,6917306000013,承德四海神露240g,240g,提,23.5,四海神露,承德四海饮料精品有限公司,河北,1.0,35,2027-09-15,D
1910,6917796001873,诗乐氏美容巾,尺寸：9cm*12cm、70片/包,包,9.6,诗乐氏,诗乐氏实业(深圳)有限公司,深圳,1.0,32,2027-08-21,E
1911,6917277000555,美年达葡萄500ml,500ml,瓶,2.7,美年达,长春百事可乐饮料有限公司,长春,1.0,21,2027-05-13,D
1912,6917541771587,什锦糖300g,300克,盒,12.0,春光,海南春光食品有限公司,海南,1.0,33,2027-06-02,A
1913,6917440000085,象山港鲜鸡汤烤紫菜,/,包,3.3,象山港,象山方便汤料厂,浙江	象山	,1.0,40,2026-09-15,C
1914,6917246001774,曼秀雷敦水彩润唇膏 - 葡萄（2g）+ 曼秀雷敦水份润唇膏 - 清新 （3.5g）,1套,套,34.9,曼秀雷敦,曼秀雷敦(中国)药业有限公司,广州,1.0,30,2026-11-27,E
1915,6917277000036,1.25L美年达橙味,1250ml,瓶,4.8,美年达,长春百事可乐饮料有限公司,青岛,0.8,39,2027-07-02,D
1916,6916999215612,轻巧创可贴,70mm*19mm*8片*20包,盒,50.0,邦迪,上海强生有限公司,上海,1.0,20,2026-11-23,D
1917,6917029001076,金嗓开音丸,360丸,瓶,16.0,碑林,西安碑林药业股份有限公司,西安碑林,1.0,31,2027-08-18,D
1918,6917277000197,美年达(百事可乐)橙味碳酸饮料500毫升,500ml,瓶,2.8,美年达,长春百事可乐饮料有限公司,长春,0.9,42,2027-04-28,B
1919,6917536003006,日清 UFO 飞碟炒面 铁板色拉鱿鱼风味 方便面 123g,123克/碗,包,5.5,日清,日清食品(中国)投资有限公司,上海,1.0,30,2026-11-30,H
1920,6917796002498,诗乐氏女性抑菌护理液（稠润型）,250ml/瓶,瓶,32.8,诗乐氏,诗乐氏实业(深圳)有限公司,深圳,1.0,42,2027-09-13,H
1921,6917305120095,德州五香脱骨扒鸡礼盒,1000g,盒,45.0,元亨,德州东方食品有限公司,德州,1.0,37,2026-09-06,D
1922,6917277000531,美年达青苹果2L,2000ml,瓶,6.5,美年达,长春百事可乐饮料有限公司,长春,0.9,36,2026-12-10,E
1923,6917536004027,海鲜(杯面),85g,杯,5.5,开杯乐,日清食品(中国)投资有限公司,上海,1.0,34,2027-01-14,F
1924,6917536004058,意大利牛肉(杯面),92g,杯,5.8,开杯乐,日清食品(中国)投资有限公司,上海,1.0,26,2026-09-01,B
1925,6917255000614,桂林辣椒酱（风味酱香）,215g/瓶,瓶,19.8,风味酱香,桂林花桥食品有限公司,桂林,1.0,22,2027-03-20,G
1926,6916860000026,白砂糖,1Kg,袋,8.6,玉棠,上海市糖业烟酒(集团)有限公司,上海,0.9,25,2027-08-26,A
1927,6917541686317,椰子糕,450g,袋,10.0,春光,海南春光食品有限公司,春光,1.0,35,2027-07-22,C
1928,6917541661413,什锦糕,200g,袋,9.5,春光,海南春光食品有限公司,春光,1.0,47,2026-10-10,H
1929,6917255000201,桂林辣椒酱（姜汁蒜蓉）,220g/瓶,瓶,4.9,花桥牌,桂林花桥食品有限公司,68,1.0,45,2027-07-14,F
1930,6917246002207,曼秀雷敦水份润唇膏- 清新（3.5g）＋纤纤什果冰润唇膏－冰凉薄荷（2g）,1套,套,19.7,曼秀雷敦、什果冰,曼秀雷敦(中国)药业有限公司,广州,1.0,28,2027-09-28,H
1931,6917255000096,480g火龙果果酱,480g/瓶,瓶,11.2,花桥牌,桂林花桥食品有限公司,桂林,0.8,37,2027-01-07,F
1932,6917536103010,UFO 鱼香肉丝风味 124g*12碗  整箱装,124g/124g,箱,72.0,日清食品,日清食品(中国)投资有限公司,上海,0.8,23,2027-07-24,G
1933,6917541801321,春光速溶椰子粉,340g,包,22.5,春光,海南春光食品有限公司,海南,1.0,34,2027-01-25,D
1934,6917440000047,烤紫菜鲜虾汤,/,包,6.8,象山港,象山方便汤料厂,浙江.象山,0.8,36,2026-12-03,B
1935,6917541801208,什锦糖,550g,袋,22.5,春光,海南春光食品有限公司,海南,1.0,22,2026-12-22,D
1936,6917536004096,虾仁原味(杯面),83g,杯,4.4,开杯乐,日清食品(中国)投资有限公司,上海,1.0,32,2027-02-28,B
1937,6917246002160,曼秀雷敦水份润唇膏 －冰凉 （3.5g）＋纤纤什果冰润唇膏－柠檬 （2g）,1套,套,26.8,曼秀雷敦、什果冰,曼秀雷敦(中国)药业有限公司,广州,1.0,30,2027-05-31,F
1938,6916549200686,45度 稻花香 新一代 500ml,瓶,瓶,40.0,稻花香,湖北稻花香酒业股份有限公司,湖北,0.9,38,2027-08-16,H
1939,6916549202338,珍品,500ml,瓶,228.0,稻花香,湖北稻花香酒业股份有限公司,湖北,1.0,24,2027-09-21,B
1940,6917036980500,大豆油,5L,瓶,48.5,绿宝,北京艾森绿宝油脂有限公司,山东莱阳,1.0,31,2027-08-17,C
1941,6916999320019,透明防水创可贴,63mm*25mm*5片*20包,瓶,65.0,邦迪,上海强生有限公司,上海,1.0,46,2027-05-04,D
1942,6917246002108,曼秀雷敦水份润唇膏 - 柔润 （3.5g）+ 曼秀雷敦水彩润唇膏 - 李子红 （2g）,1套,套,34.9,曼秀雷敦,曼秀雷敦(中国)药业有限公司,广州,1.0,39,2026-12-25,G
1943,6916432201165,长康红烧酱油,500ML,瓶,5.5,长康,湖南省长康实业有限责任公司,湖南,1.0,37,2026-10-19,D
1944,6916634999501,皇轩12度喜庆干红葡萄酒,750ml/瓶,瓶,42.0,中国,上海申马酿酒有限公司,上海,1.0,30,2027-07-12,H
1945,6916499300719,西洋参片,100g*2罐,盒,455.0,金日牌,金日制药(中国)有限公司,福建厦门,1.0,43,2027-09-29,D
1946,6916549001986,十年陈香,500mL,瓶,66.9,稻花香,湖北稻花香酒业股份有限公司,湖北,1.0,50,2027-05-27,A
1947,6916905000035,梧州龟苓膏粉,250g/袋,包,8.3,金钱,梧州市八达保健食品厂(普通合伙),梧州,1.0,48,2027-03-21,C
1948,6916999000737,防水创可贴,70mm*22mm*10片,盒,10.0,邦迪,上海强生有限公司,上海,1.0,35,2027-01-03,C
1949,6916999000713,透气创可贴,70mm*19mm*16片,盒,8.0,邦迪,上海强生有限公司,上海,0.9,49,2027-04-06,G
1950,6916499300528,阿胶枣杞饮品,30mL*16瓶,盒,85.0,金日牌,金日制药(中国)有限公司,香港,1.0,50,2027-07-15,G
1951,6916549998088,稻花香红精品,500ml,瓶,18.3,稻花香,湖北稻花香酒业股份有限公司,湖北,1.0,27,2027-03-16,G
1952,6916860000040,绵白糖,1Kg,袋,13.2,玉棠,上海市糖业烟酒(集团)有限公司,上海,1.0,28,2026-09-05,H
1953,6917277000029,七喜(百事可乐)柠檬味汽水(碳酸饮料~柠檬~不分~不分~塑料瓶)754_1250毫升,1250ml,瓶,4.6,七喜,长春百事可乐饮料有限公司,青岛,1.0,35,2027-08-20,A
1954,6916001000366,亚麻籽,210g,个,6.5,香诺,西安西贝尔食品有限公司,西安,1.0,33,2027-04-17,B
1955,6916499904887,金日牌西洋参含片,0.6g*12片,盒,10.0,金日,金日制药(中国)有限公司,厦门,1.0,24,2027-09-22,E
1956,6917255000195,桂林辣椒酱（新口味）,220g/瓶,瓶,5.9,花桥牌,桂林花桥食品有限公司,桂林,1.0,27,2027-07-26,D
1957,6916432200366,长康葵花仁调和油,2L,瓶,34.0,长康,湖南省长康实业有限责任公司,湖南湘阴,1.0,47,2027-06-16,A
1958,6916001000335,香诺(西百尔)肉松沙拉棒(非现烤~原味~有馅~肉松)1957_300克,300g,包,6.9,香诺,西安西贝尔食品有限公司,西安,1.0,49,2027-06-07,A
1959,6916432200427,长康糯米白醋,380ML,瓶,4.8,长康,湖南省长康实业有限责任公司,湖南,1.0,37,2027-03-27,F
1960,6916499300283,西洋参片,2*20g,盒,79.0,金日牌,金日制药(中国)有限公司,厦门,1.0,32,2026-11-17,F
1961,6916499960883,金日铁盒美国洋参袋泡茶2g*20（盒）,2g*20（盒）,盒,62.0,金日,金日制药(中国)有限公司,厦门,1.0,29,2026-10-28,A
1962,6916506005132,云曉4℃袋裝熏醋400g,400g*50,袋,1.8,云晓,甘肃凉州益民有限责任公司,甘肃,1.0,39,2026-11-05,H
1963,6916499300863,高营养蛋白质,20g*15袋*2罐,盒,246.0,金日牌,金日制药(中国)有限公司,香港,1.0,40,2027-09-24,B
1964,6915924227904,宁夏红28°,150ml,瓶,9.0,宁夏红,宁夏红枸杞产业集团有限公司,宁夏,1.0,29,2027-06-07,G
1965,6916196420857,李子园甜牛奶乳饮料225ml,225ml,瓶,2.5,李子园,浙江李子园食品股份有限公司,金华,1.0,26,2027-09-28,F
1966,6916432200014,长康白醋,500ml,瓶,4.8,长康,湖南省长康实业有限责任公司,湖南,1.0,37,2027-04-27,C
1967,6916549161666,六年陈,500ml,瓶,36.0,稻花香,湖北稻花香酒业股份有限公司,湖北,1.0,45,2027-04-30,B
1968,6916499300900,金日牌牦牛骨髓蛋白粉,30g*10包*2罐,盒,165.0,金日牌,金日制药(中国)有限公司,厦门,0.9,40,2026-09-05,D
1969,6916309659297,格列吡嗪片,2.5mg*80s,盒,25.0,迪沙,迪沙药业集团有限公司,哈药六厂,1.0,32,2026-11-05,A
1970,6916549203038,珍品二号,500ml*瓶,瓶,51.0,稻花香,湖北稻花香酒业股份有限公司,湖北,1.0,29,2027-01-27,G
1971,6916001000359,菲律宾面包,105g,个,5.8,莉莉,西安西贝尔食品有限公司,西安,0.9,25,2027-02-26,H
1972,6916499920887,金日牌美国洋参胶囊,0.5g*12粒,盒,15.8,金日牌,金日制药(中国)有限公司,厦门,1.0,43,2026-12-08,D
1973,6916001000113,香诺(西百尔)农夫全麦包(非现烤~全麦~切片~不分)1955_350克,350g,包,5.4,香诺,西安西贝尔食品有限公司,西安,1.0,47,2027-04-25,D
1974,6916001000311,香诺(西百尔)主食吐司(非现烤~不分~切片~不分)63663_500克,500g,包,5.4,香诺,西安西贝尔食品有限公司,西安,0.8,47,2027-09-15,G
1975,6915974000021,454g葡萄糖（高钙高铁）,454g*24包/件,包,8.8,麒福,汕头市星辰食品有限公司,4,1.0,30,2027-01-06,A
1976,6916001000106,木质蜜豆面包,120g,袋,2.9,莉莉,西安西贝尔食品有限公司,西安,1.0,35,2027-07-01,E
1977,6915683000084,郁江牌横县茉莉花茶250克一级,250G,包,63.0,郁江牌,广西壮族自治区横县郁江茶厂,横县,0.9,28,2026-12-04,G
1978,6916001000151,香诺三明治(不分~不分)472_120克,120g,个,2.9,香诺,西安西贝尔食品有限公司,西安,1.0,41,2027-08-27,F
1979,6916506005033,云曉涼拌醋250ml,250,瓶,13.3,云晓,甘肃凉州益民有限责任公司,地,1.0,36,2027-07-03,D
1980,6916549997883,银宴,500ml,瓶,39.0,稻花香,湖北稻花香酒业股份有限公司,湖北,1.0,42,2027-05-22,C
1981,6915974000182,454g蛋白质粉多维+钙型,454g/罐,盒,26.6,麒福,汕头市星辰食品有限公司,广东,1.0,44,2027-02-07,A
1982,6915971000055,125g“花桥牌”原味腐乳,125g/瓶，30瓶/箱,瓶,3.9,花桥牌,北京王致和(桂林腐乳)食品有限公司,地,1.0,42,2026-09-27,D
1983,6915581001121,绿叶开心果500g,500克,袋,67.2,绿叶,广州绿洲食品有限公司,广州,0.8,26,2026-12-15,G
1984,6916001000083,香诺鸡柳汉堡(不分~鸡柳)493_120克,120g,袋,3.7,香诺,西安西贝尔食品有限公司,西安,1.0,24,2027-04-29,E
1985,6916084139311,金鸡颗粒,8g*20袋,盒,14.0,六棉牌,中山市恒生药业有限公司,中山市恒生,1.0,23,2027-08-21,E
1986,6915974000014,454g葡萄糖（纯净）,454g*24包/件,包,8.8,麒福,汕头市星辰食品有限公司,4,1.0,50,2027-09-05,F
1987,6915683000022,佰京牌横县茉莉花茶100克特级,100G,袋,20.6,佰京牌,广西壮族自治区横县郁江茶厂,广西,1.0,36,2027-05-30,E
1988,6915566011107,300g*2康富来高营养蛋白质粉,2罐/盒,盒,488.0,康富来,广东康富来药业有限公司,广东佛山,0.9,23,2027-05-26,D
1989,6915452000321,局油染发膏3#,80G,盒,26.9,伕侬丝,厦门市伕侬丝化妆品厂,厦门,1.0,34,2027-04-11,H
1990,6915581000537,绿叶150g金提子,150g,袋,7.2,图1,广州绿洲食品有限公司,广州,1.0,31,2027-04-17,F
1991,6915581000599,绿叶开心果,300g,袋,43.2,图1,广州绿洲食品有限公司,广州,0.9,29,2027-08-20,A
1992,6916119030354,乙酰螺旋霉素片,0.1g*24片,盒,4.0,欧意,石药集团欧意药业有限公司,石市,1.0,42,2027-07-06,H
1993,6916001000038,麦香红豆,320g,袋,6.1,莉莉,西安西贝尔食品有限公司,西安,1.0,42,2027-01-05,A
1994,6916001000212,250g香诺蛋糕,250g,盒,9.7,香诺,西安西贝尔食品有限公司,西安,1.0,43,2027-05-02,E
1995,6916168616974,食用调和油（特香豆调）,1.6L,瓶,36.63,鲁花,莱阳鲁花浓香花生油有限公司,山东莱阳,0.8,39,2026-09-23,C
1996,6916001000373,毛毛虫面包,110g,个,9.4,莉莉,西安西贝尔食品有限公司,西安,1.0,47,2026-12-29,G
1997,6916267232778,红星沙茶酱200g,200g,瓶,3.5,红星,汕头市食品厂有限公司,汕头,0.9,29,2026-11-21,F
1998,6915452000024,局油染发膏1#,80G,盒,26.9,伕侬丝,厦门市伕侬丝化妆品厂,厦门,1.0,41,2027-09-08,G
1999,6915581000131,绿叶金丝鱼80g,150g,袋,6.6,图1,广州绿洲食品有限公司,广州,1.0,46,2026-09-11,F
2000,6915971000086,300g“象山牌”桂林腐竹,300g/袋,包,13.9,象山牌,北京王致和(桂林腐乳)食品有限公司,桂林,0.9,21,2027-06-22,F
2001,6916119030057,头孢羟氨苄颗粒,0.125g*12袋,盒,10.0,欧意冲剂,石药集团欧意药业有限公司,石药集团,0.9,39,2027-04-28,D
2002,6915452000642,局油染发膏6#,120ML,盒,29.3,伕侬丝,厦门市伕侬丝化妆品厂,厦门,1.0,34,2026-12-09,B
2003,6915530823316,冬瓜汁饮料,250ml/盒,盒,1.0,嘉乐,中山市嘉乐保健饮料有限公司,中山,1.0,21,2027-02-19,G
2004,6916084139151,金鸡片,0.247g*100片,瓶,5.0,六棉牌,中山市恒生药业有限公司,中山恒生,1.0,20,2026-12-17,D
2005,6915915748487,450g蛋花酥,450g*20包,袋,11.6,鹭滨,厦门市鹭滨食品有限公司,厦门,1.0,36,2027-04-27,B
2006,6915581000186,胜通龙舌鱼,150g,袋,6.2,图1,广州绿洲食品有限公司,广东增城,1.0,28,2027-02-16,F
2007,6916001000045,香诺(西百尔)汉堡胚(非现烤~不分~包胚~不分)1049_240克,240g,袋,2.6,香诺,西安西贝尔食品有限公司,西安,1.0,45,2027-01-19,D
2008,6915993335555,川南干爹风味豆豉,210g/瓶,瓶,7.0,川南,四川省川南酿造有限公司,四川,1.0,43,2027-04-07,C
2009,6915452000345,局油染发膏3#,120ML,盒,43.0,伕侬丝,厦门市伕侬丝化妆品厂,厦门,1.0,37,2026-10-21,E
2010,6915452000611,局油染发膏6#,200G,盒,68.0,伕侬丝,厦门市伕侬丝化妆品厂,厦门,1.0,49,2026-10-20,H
2011,6915971000079,250g“花桥牌”原味腐乳,250g/瓶，20瓶/箱,瓶,8.9,花桥牌,北京王致和(桂林腐乳)食品有限公司,桂林,1.0,21,2027-07-08,B
2012,6915452000239,局油染发膏2#,40G,盒,18.8,伕侬丝,厦门市伕侬丝化妆品厂,厦门,1.0,38,2027-05-05,C
2013,6916168616387,5S压榨一级花生油,500mL,瓶,22.3,鲁花,莱阳鲁花浓香花生油有限公司,山东,1.0,25,2026-11-27,B
2014,6915389900398,苏泊尔好帮手34厘米精铸铁锅,1Pcs/个,口,92.0,苏泊尔,浙江苏泊尔股份有限公司,浙江,1.0,26,2027-05-18,E
2015,6915566010889,康富来牌血尔口服液,76ml*9瓶,盒,179.0,康富来,广东康富来药业有限公司,广东深圳,1.0,42,2027-03-21,C
2016,6915581000605,绿叶脆香豆300g,300g,包,22.3,图1,广州绿洲食品有限公司,广州新塘,1.0,22,2027-04-05,D
2017,6915452000420,局油染发膏4#,80G,盒,55.9,伕侬丝,厦门市伕侬丝化妆品厂,厦门,0.8,47,2026-12-12,E
2018,6915566010230,康富来牌血尔口服液,76ml*8瓶,盒,145.0,康富来,广东康富来药业有限公司,广东,0.8,39,2026-10-11,G
2019,6915683000152,郁江牌横县茉莉花茶100克雪芽（外盒）,100g,盒,124.3,郁江牌,广西壮族自治区横县郁江茶厂,广西,1.0,21,2027-04-30,F
2020,6915429000019,中华凉茶,2.5g*30,包,22.1,云台,广西桂平西山云台茶业贸易有限公司,桂平,1.0,39,2026-10-19,A
2021,6915683000039,郁江牌横县茉莉花茶100克毛尖,100g,袋,22.4,郁江牌,广西壮族自治区横县郁江茶厂,横县,0.9,32,2026-09-15,A
2022,6916001000328,香诺(西百尔)俄罗斯面包(非现烤~不分~无馅大包~不分)2116_400克,400g,个,8.3,香诺,西安西贝尔食品有限公司,西安,1.0,42,2027-03-21,A
2023,6916119030071,盐酸曲马多片,50mg*10片/盒,盒,13.8,奇迈特,石药集团欧意药业有限公司,石药,1.0,27,2027-09-06,H
2024,6915565000775,威威超浓缩洗衣粉,3千克,包,38.9,/,东莞威威日用品有限公司,东莞,1.0,45,2027-03-20,D
2025,6914973108707,宝路幼犬牛奶夹心380g,380g,袋,12.5,宝路,玛氏食品(中国)有限公司,北京,1.0,31,2027-06-07,G
2026,6915566010681,康富来阿胶乌鸡精礼盒70ml*10,70ml/瓶,盒,210.0,康富来,广东康富来药业有限公司,广东顺德,1.0,35,2027-07-15,E
2027,6915530823385,茅根蔗汁饮料250ml/盒,250ml/盒,盒,1.0,嘉乐,中山市嘉乐保健饮料有限公司,中山,1.0,36,2026-12-31,B
2028,6915389830268,好帮手不粘煎盘,NJ261A0,个,69.0,苏泊尔,浙江苏泊尔股份有限公司,浙江,1.0,25,2026-11-18,G
2029,6915530823460,沙溪凉茶饮料,250ml/盒,盒,10.7,嘉乐,中山市嘉乐保健饮料有限公司,广州,1.0,37,2027-06-01,D
2030,6915051740000,雲霧特级云雾毛峰200克,200克,袋,38.0,雲霧,武汉市云雾茶叶有限公司,303,1.0,35,2026-09-17,F
2031,6915452000444,局油染发膏4#,120ML,盒,43.0,伕侬丝,厦门市伕侬丝化妆品厂,厦门,1.0,35,2026-10-26,C
2032,6915566011145,康富来虫草鸡精70*8,8盒／箱,盒,118.0,虫草王鸡精,广东康富来药业有限公司,广东佛山,1.0,31,2027-01-23,A
2033,6915051780068,云雾碧螺春/铁观音（168元）,300g/盒,盒,218.0,云雾,武汉市云雾茶叶有限公司,303,1.0,44,2026-11-28,B
2034,6914789568115,【体验店3】保宁酱油（袋装）400ml,1*30*400ML,袋,2.0,保宁,四川保宁醋有限公司,四川,1.0,33,2027-07-04,B
2035,6915428000058,双唑泰栓,7粒,盒,3.0,康毅,广西康华药业有限责任公司,广西,0.9,47,2027-05-31,B
2036,6915452000413,局油染发膏4#,200G,盒,68.0,伕侬丝,厦门市伕侬丝化妆品厂,厦门,1.0,36,2026-10-26,C
2037,6915452000215,局油染发膏2#,200G,盒,48.0,伕侬丝,厦门市伕侬丝化妆品厂,厦门,1.0,36,2027-03-05,C
2038,6915581001350,绿叶盐焗腰果500g,500克,袋,96.5,绿叶,广州绿洲食品有限公司,广州,1.0,46,2027-05-19,D
2039,6915051780075,云雾特级鐡観音（珍品典藏）200克（4听X50克）,200克（4听X50克）,盒,160.0,云雾,武汉市云雾茶叶有限公司,303,1.0,40,2027-04-01,E
2040,6915120100537,精制粉,5kg,袋,26.2,民天,济南民天面粉有限责任公司,山东,1.0,37,2027-05-29,C
2041,6915051650033,200g云雾毛尖,200g,袋,17.8,云雾,武汉市云雾茶叶有限公司,303,1.0,25,2027-05-18,G
2042,6914789540104,保宁手工特制醋,500mL,瓶,17.8,保宁,四川保宁醋有限公司,东莞,1.0,31,2027-01-20,H
2043,6915581001466,绿叶开心果438g,438克,罐,62.4,绿叶,广州绿洲食品有限公司,广州,1.0,21,2027-07-22,F
2044,6915051780020,云雾特级鐡観音（珍品典藏）300克,300克,盒,328.0,云雾,武汉市云雾茶叶有限公司,303,0.8,48,2027-08-08,D
