id,barcode,name,spec,unit,price,brand,supplier,made_in
321064,6926032336259,1#黑色长尾夹(筒装）,0,盒,14,comix齐心,深圳齐心集团股份有限公司,广东
321067,6926032312734,"A4,12格风琴包","A4,12格",本,27.9,comix齐心,深圳齐心集团股份有限公司,广东
321075,6926053300468,汇丰晒架30046,材质：PP,只,4.9,汇丰信佳,浙江汇丰塑业用品有限公司,浙江
321200,6926032302599,1‘单强力夹,0,个,18.4,comix齐心,深圳齐心集团股份有限公司,51
321201,6926032329916,文件夹,0,个,11.0,comix齐心,深圳齐心集团股份有限公司,51
321220,6926027711047,超爽580ml,瓶,瓶,4,三得利,青岛啤酒股份有限公司,上海
321236,6926032363255,B5 26孔O型纸品文件夹,0,包,53.7,comix齐心,深圳齐心集团股份有限公司,深圳
321336,6926032336563,A4，3寸三面插袋文件夹，3孔D型夹,单个商品条码	绚丽红,卡,2.6,comix齐心,深圳齐心集团股份有限公司,深圳
321372,6926032303206,A4，舒适型轻便夹，单弹簧夹，20MM,235*307*20	单个产品	混色条码,个,10.5,comix齐心,深圳齐心集团股份有限公司,51
321376,6926032315650,"便携式 软皮名片册,72枚",115*200	单个产品条码	黑,个,15.5,comix齐心,深圳齐心集团股份有限公司,51
321383,6926032336396,4#圆形票据夹(筒装）,0,盒,23.9,comix齐心,深圳齐心集团股份有限公司,广东
321470,6926032306559,A4，双强力夹，18MM,A4，18MM,个,11.8,comix齐心,深圳齐心集团股份有限公司,51
321483,6926032336297,黑色长尾夹(19mm筒装）,个/个,盒,7.5,comix齐心,深圳齐心集团股份有限公司,广东
321496,6926032302551,1寸双强力夹,1寸,个,19.2,comix齐心,深圳齐心集团股份有限公司,51
321635,6926032302063,A4，3寸半包胶快劳夹,单个商品条码	 混色,个,12.9,comix齐心,深圳齐心集团股份有限公司,广东
321667,6925996500362,手工鸡蛋面,340g*12包,包,3.7,爽口福,上海京元食品有限公司,福建	福州	
321738,6925993000049,曼奇尼烧烤味通心卷,200g,包,3.80,冠阳,无锡市冠阳食品有限公司,江苏
321903,6926032306191,A4，舒适型轻便夹，双强力夹，20MM,235*315*20	单个产品	混色条码,个,22.8,comix齐心,深圳齐心集团股份有限公司,51
322038,6926032302209,A4，2孔O型文件夹，25MM,"单个商品条码,配",个,16.9,comix齐心,深圳齐心集团股份有限公司,广东
322295,6926032308102,齐心Q312抽杆夹（加宽）,220*310，单个商品条码，混色条码管,个,3.50,comix齐心,深圳齐心集团股份有限公司,广东
322306,6926032302483,A4，纸板夹，8寸长押夹，35MM,245*315*43	单个产品	混色条码,个,23.1,comix齐心,深圳齐心集团股份有限公司,51
322572,6926032308010,A4，拉口情人夹,A4,个,12.3,comix齐心,深圳齐心集团股份有限公司,广东
322976,6925954400017,3059洁丽雅面巾,78*34,条,18.8,洁丽雅,浙江洁丽雅股份有限公司,浙江
323319,6925979403307,家家爽金葱清洁块(百洁布~其它)2420_1个,葱清洁块,袋,4.9,家家爽,深圳市俊鸿实业有限公司,深圳
323441,6925954401632,洁丽雅8163面巾76*33cm,76*33/条,条,18.90,洁丽雅,浙江洁丽雅股份有限公司,上海
323513,6925901420211,云南特产 猫哆哩云南十八怪酸角糕山林果糕200克 果脯蜜饯 酸甜味零食品,200g,盒,15.20,甜馨,云南省玉溪市甜馨食品有限责任公司,玉溪
323903,6925863810457,婴幼儿针织休闲服,1,板,31.9,Dp二线,上海丽婴房婴童用品有限公司,上海
324000,6925911510100,威露士白令漱口水(冰凉防口气型),(630ml+370ml)/瓶,瓶,33.00,威露士,威莱(广州)日用品有限公司,广州
324027,6925863810549,婴幼儿针织休闲服,1,板,9.5,Dp二线,上海丽婴房婴童用品有限公司,上海
324158,6925863810075,婴幼儿针织连衣裤,3,瓶,31.6,Dp二线,上海丽婴房婴童用品有限公司,上海
324242,6925911510483,威露士十八本草按摩精油沐浴露650ml+650ml+20ml,瓶,瓶,36.00,威露士,威莱(广州)日用品有限公司,54
324332,6925911500262,威露士衣物家居消毒液,1.6L/瓶,瓶,56.80,威露士,威莱(广州)日用品有限公司,54
324433,6925863810389,婴幼儿针织休闲服,1,个,26.6,Dp二线,上海丽婴房婴童用品有限公司,上海
324535,6925863810099,婴幼儿针织连衣裤,3,瓶,30.2,Dp二线,上海丽婴房婴童用品有限公司,上海
324549,6925863810037,婴幼儿针织休闲服,1,瓶,30.3,Dp二线,上海丽婴房婴童用品有限公司,上海
324599,6925895400992,皲裂护肤膏,25g,支,33.9,田哥,镇平仲景实业有限公司,镇平
324659,6925863810044,婴幼儿针织休闲服,6个月,瓶,25.9,Dp二线,上海丽婴房婴童用品有限公司,上海
324707,6925863810624,婴幼儿针织休闲服,1,盒,25.9,Dp二线,上海丽婴房婴童用品有限公司,上海
324714,6925863810433,婴幼儿针织休闲服,1,个,30.2,Dp二线,上海丽婴房婴童用品有限公司,上海
324828,6925863820104,nac nac宝贝可爱乳木果金盏花婴儿防皴面霜,50g,包,68,nac nac,上海丽婴房婴童用品有限公司,上海
324917,6925863810129,婴幼儿针织休闲服,1,瓶,28.6,Dp二线,上海丽婴房婴童用品有限公司,上海
324989,6925863810617,婴幼儿服装,1,包,28.9,DS,上海丽婴房婴童用品有限公司,上海
325000,6925863810419,婴幼儿针织休闲服,1,个,32.3,Dp二线,上海丽婴房婴童用品有限公司,上海
325213,6925863310582,清透男士滋润霜,50g,盒,14.8,逸佰芬,广州市三姿化妆品有限公司,广州
325220,6925863810365,婴幼儿针织休闲裤,1,个,6.5,Dp二线,上海丽婴房婴童用品有限公司,上海
325424,6925863811942,婴幼儿针织连衣裤,3,瓶,44.5,Dp二线,上海丽婴房婴童用品有限公司,上海
325527,6925863810181,婴幼儿针织休闲裤,1,支,25.7,Dp二线,上海丽婴房婴童用品有限公司,上海
325768,6925863810280,婴幼儿针织休闲裤,1,个,32.1,Dp二线,上海丽婴房婴童用品有限公司,上海
325858,6925785603779,智力钙奶核桃粉630g,630g,袋,31.40,智力,桂林智强食品开发有限公司,桂林
325884,6925861531224,旺旺碎冰冰家庭号,78ml*8,包,7.80,旺旺,湖南大旺食品有限公司,湖南
325962,6925816405013,冯了性风湿跌打药酒,500ml,瓶,16,冯了性,国药集团冯了性(佛山)药业有限公司,广东	佛山	
325995,6925785603199,智力手磨玉米黑芝麻糊礼盒1kg,1千克,盒,48.8,智力,桂林智强食品开发有限公司,桂林
326042,6925849464551,黛维莉橄榄焗油滋养保湿护发素 净含量480g 橄榄健康发型,500G /瓶,瓶,10.80,黛维莉,广州欧丽莱化妆品有限公司,广州
326057,6925863810655,婴幼儿服装,1,块,25.9,DS,上海丽婴房婴童用品有限公司,上海
326060,6925828500010,辣脆萝卜,100克,包,3.0,扭扭,湖南省扭妞食品科技有限公司,长沙
326128,6925785602642,智力高钙牛奶核桃粉800g/盒,800克,盒,58.20,智力,桂林智强食品开发有限公司,桂林
326207,6925863810082,婴幼儿针织连衣裤,3,瓶,31.1,Dp二线,上海丽婴房婴童用品有限公司,上海
326224,6925785602994,智力中老年营养麦片1kg饮料冲调冲饮谷物,提,盒,58.9,智力,桂林智强食品开发有限公司,桂林
326343,6925863810532,婴幼儿针织休闲服,1,板,12,Dp二线,上海丽婴房婴童用品有限公司,上海
326458,6925863810334,婴幼儿针织休闲裤,1,个,239.0,Dp二线,上海丽婴房婴童用品有限公司,上海
326692,6925778700010,快餐鲜味海带丝,80g,袋,3.8,海润,山东永利海润食品有限公司,日照
326860,6925803320015,小儿七珍丸,40粒*5瓶,盒,20,双人牌,朗致集团双人药业有限公司,山西双人
327034,6925709700331,盐津半话李,200g,瓶,10.8,百味林,上海百味林实业有限公司,上海
327102,6925785603748,智力营养燕麦600g,600克,袋,30.00,智力,桂林智强食品开发有限公司,桂林
327166,6925714003472,蛇胆驱蚊花露水,195ml/瓶,瓶,30.0,彩茗,兴化市彩茗日化有限公司,兴化
327170,6925704403145,缎档素印面巾,76?4,条,10.9,金号,山东金号家纺集团有限公司,山东
327191,6925710510035,聪明金三角A+幼儿配方奶粉,900克/罐,包,120.0,贝智康,上海花冠营养乳品有限公司,上海
327515,6925770600073,30年长安老窖,460ml,盒,62.9,长安,陕西长安酒业有限公司,陕西
327533,6925785603366,智力学生核桃粉600g,桶装,包,31.40,智力,桂林智强食品开发有限公司,广西荔浦
328106,6925704400243,金号花式线提缎面巾01128 规格78*34cm 毛巾一等品 无异味不刺激,01128/个,条,15.90,金号,山东金号家纺集团有限公司,山东
328181,6925717016516,微波牛奶杯 047,59*41*60,个,4.6,江盛,台州市黄岩江盛日用品有限公司,黄岩
328291,6925710510011,聪明金三角婴儿配方奶粉,900克/罐,包,118.0,贝智康,上海花冠营养乳品有限公司,上海
328425,6925731210020,清淋颗粒,10g*6袋,盒,9,远达,哈尔滨中药六厂有限公司,远达
328432,6925709700133,百味林兰花豆,268g/袋,包,8.20,百味林,上海百味林实业有限公司,福建.莆田
328624,6925666000703,真皮保养油,60G送15G，加量不不加价,支,26.8,皇宇,上海皇宇科技发展有限公司,上海
328639,6925670120114,猎兽牌D型微烟蚊香,1*60,盒,29.3,猎兽,江苏敖广日化集团股份有限公司,南京
328714,6925710510028,聪明金三角A+较大婴儿和幼儿配方奶粉,900克/罐,包,118.0,贝智康,上海花冠营养乳品有限公司,上海
329127,6925710500159,鱼肉蔬菜配方米粉,560克／罐,罐,48.9,贝智康,上海花冠营养乳品有限公司,上海
329204,6925678100101,金磨坊鸡汁花串80g,1*50,袋,3,金磨坊,湖南金磨坊食品有限公司,广东
329265,6925709700409,西梅,230g/罐,瓶,14.8,百味林,上海百味林实业有限公司,上海
329676,6925596400352,Q人之初宝宝葡萄糖固体饮料400g葡萄糖饮料,400g,袋,19.00,人之初,江西人之初营养科技股份有限公司,南昌
329935,6925600920050,毛绒玩具10厘米至300厘米玩具,10厘米至300厘米玩具,双,25.5,米迪熊midixiong,连云港都瑞商贸有限公司,慈溪
330021,6925615850595,新品全脂甜奶粉,125g*20,袋,23.8,古城,山西古城乳业集团有限公司,山西
330077,6925596400314,婴儿营养米粉,360g,袋,10,人之初,江西人之初营养科技股份有限公司,南昌
330388,6925630211128,美惠子惊世之美砍切刀A-128,128/把,把,35.00,美惠子,阳江市阳东区美惠子厨业有限公司,广东
330472,6925596400079,淮山营养配方米粉（2段）,400g,盒,22,人之初,江西人之初营养科技股份有限公司,南昌
330538,6925630600076,爱特丽动感美自动车室内芳香剂,65ml,个,49,爱特丽,广州市养玉堂植物研究有限公司,广州
330602,6925596400130,人之初  蜂蜜核桃营养米粉,225g,盒,25.4,人之初,江西人之初营养科技股份有限公司,江西
330617,6925596400338,铁锌钙营养米粉,360g,袋,12,人之初,江西人之初营养科技股份有限公司,南昌
330889,6925593100095,法国原装进口红葡萄酒,368元/瓶,瓶,25.3,KEKELAN,青岛柯克兰进出口有限公司,陕西
330897,6925596400345,淮山薏米营养米粉,360g,袋,12,人之初,江西人之初营养科技股份有限公司,南昌
331040,6925604100380,康源花生牛奶,1.5L,瓶,25.4,宁兰,重庆宁兰食品(集团)有限公司,重庆
331150,6925600920043,毛绒玩具10厘米至300厘米玩具,10厘米至300厘米玩具,双,24.5,米迪熊midixiong,连云港都瑞商贸有限公司,慈溪
331186,6925614220993,复方氨酚烷胺片,12片*1板*400盒,盒,9,修正牌,修正药业集团股份有限公司,修正
331220,6925615839385,350全脂甜奶粉,25克*14,袋,21,古城,山西古城乳业集团有限公司,山西
331334,6925612100372,蛇油膏,30g*200袋,袋,22.7,康达尔,四川美无度日化有限公司,成都
331563,6925572206299,贺源记洋槐蜂蜜900g,900g,瓶,48.80,贺源记,芜湖市贺记食品有限公司,安徽
331590,6925596400031,小阿哥贡米护肠营养米粉,225克,盒,22.5,小阿哥,江西人之初营养科技股份有限公司,江西	南昌	
331708,6925572206213,贺源记红粉佳人蜂蜜250g,250g,瓶,20.20,贺源记,芜湖市贺记食品有限公司,安徽
331710,6925596400055,幼儿清清宝奶伴,160g,盒,11.9,人之初,江西人之初营养科技股份有限公司,南昌
331837,6925545388885,280克黄老泰烤肠,280g*20个/箱,根,9.8,黄老泰,济南黄老泰食品有限公司,济南
332130,6925593100019,柯克兰深海鱼油,598元,瓶,21.8,KEKELAN,青岛柯克兰进出口有限公司,陕西
332402,6925485988367,水仙风油精3毫升,每瓶装3毫升。,瓶,2,水仙,漳州水仙药业股份有限公司,福建
332988,6925513120271,正裕2027圆形饭盒,72,个,23.3,正裕塑胶有限公司,汕头市正裕塑胶有限公司,汕头
333198,6925513120561,正裕2056小号保鲜饭盒,100,个,21.3,正裕塑胶有限公司,汕头市正裕塑胶有限公司,广东
333309,6925472100161,泡菜味（袋装）袋装；净含量128g,袋装；净含量128g,袋,23.4,黄金一代,吉林佳粮玉米食品有限公司,吉林
333691,6925464498887,湿润烧伤膏,40g,支,23,美宝,汕头市美宝制药有限公司,北京光明
333723,6925513121261,正裕2126三合一小博士餐盒（小）,100,个,25.6,正裕塑胶有限公司,汕头市正裕塑胶有限公司,广东
333828,6925462000129,鼻炎通喷雾剂,10ml,支,6,鼻炎滴剂,国药集团德众(佛山)药业有限公司,广东佛山
333923,6925462000174,维C银翘片(双层),12片,盒,2,德众,国药集团德众(佛山)药业有限公司,佛山
333990,6925472100062,混装五连包箱；120*5袋/包*6包,五连包箱；120*5袋/包*6包,袋,23.7,黄金一代,吉林佳粮玉米食品有限公司,吉林
333997,6925485988664,风油精,6ml小盒,瓶,3,水仙牌,漳州水仙药业股份有限公司,福建福州
334225,6925417710073,复方铝酸铋片,50片/盒×200盒,盒,6,凯程必治,哈尔滨凯程制药有限公司,哈尔滨凯程
334299,6925513121230,正裕2123四合一小博士餐盒（大）,100,个,24.0,正裕塑胶有限公司,汕头市正裕塑胶有限公司,汕头
334404,6925462000020,鼻炎康片,0.37g*50片,盒,10,德众,国药集团德众(佛山)药业有限公司,佛山德众
334438,6925512600033,免洗男内裤,无纺布,包,20.7,佳莱康,雄县惠多娇服装服饰有限公司,12
335206,6925462000105,腰肾膏,7cm*10cm*8贴,盒,5,德众,国药集团德众(佛山)药业有限公司,佛山
335324,6925414800609,通天赤霞珠干红葡萄酒,750ML,瓶,35.9,通天牌,通化通天酒业有限公司,通化
335402,6925329200143,安柔30片柔棉网面（盒装）30*48,30*48,盒,4.8,安柔卫生用品,义乌市安柔卫生用品有限公司,浙江
335491,6925414800456,野生原汁山葡萄酒,1L    建议零售价：39.8元/瓶、,瓶,11.80,通天牌,通化通天酒业有限公司,吉林
335660,6925303770013,统一巧面馆红油味老坛酸菜牛肉面,面饼+配料 120克×5，面饼：80克×,袋,12.00,统一,统一企业(中国)投资有限公司,成都
335685,6925303771935,统一100酱拌面蚝油牛肉风味碗面,108g,碗,4.2,统一100,统一企业(中国)投资有限公司,90
335827,6925329220028,20片纯棉倍柔瞬洁丝薄20*40,20*40,袋,19.8,安柔卫生用品,义乌市安柔卫生用品有限公司,浙江
336048,6925303715793,巧面馆老坛酸菜牛肉桶面（原味）,箱,箱,33.5,巧面馆,统一企业(中国)投资有限公司,成都市
336196,6925329220011,20片干爽网面瞬洁丝薄20*40,20*40,袋,18.6,安柔卫生用品,义乌市安柔卫生用品有限公司,浙江
336199,6925303722739,统一奶茶（椰香）250ml,TP Slim250ml,瓶,2.80,统一,统一企业(中国)投资有限公司,广州
336225,6925329220035,20片日用干爽网面20*40,20*40,包,9.6,安柔卫生用品,义乌市安柔卫生用品有限公司,浙江
336240,6925329222695,奥贝思尿裤10*12,10*12,包,18.1,安柔卫生用品,义乌市安柔卫生用品有限公司,浙江义乌
336332,6925303770006,统一巧地道系列老坛酸菜牛肉面红味袋（24入）,120g*24入,袋,2.5,巧面馆,统一企业(中国)投资有限公司,成都
336467,6925303711191,五连包统一巧面馆地道砂锅香菇鸡味面,95*5,组,12.00,统一,统一企业(中国)投资有限公司,成都
336482,6925303721534,500ML统一祁门红茶,500ml,瓶,13.8,统一祁门红茶,统一企业(中国)投资有限公司,广州
336578,6925303711368,统一巧面馆红油味老坛泡椒牛肉面,面饼+配料 110克，面饼：85克,桶,4.00,统一,统一企业(中国)投资有限公司,成都
336588,6925303711931,巧面馆地道系列老坛酸菜牛肉面原味袋面,120g*24入,袋,2.5,巧面馆,统一企业(中国)投资有限公司,成都
336747,6925329210166,升级版安柔100分10片夜用柔棉网面10*48,10*48,袋,8.6,安柔卫生用品,义乌市安柔卫生用品有限公司,浙江
336844,6925302100088,椒盐花生,70克,包,20.4,利江,浙江利江食品有限公司,海宁
336873,6925303711153,535g五连包统一巧面馆泡椒牛肉方便面,535g,组,12.00,统一,统一企业(中国)投资有限公司,成都
337139,6925303712204,好劲道鸡蛋面排骨鸡蛋味5合1,88g*5,袋,9.3,好劲道,统一企业(中国)投资有限公司,广州
337146,6925303711948,巧面馆地道系列老坛酸菜原味五合一,120g*5,袋,12.5,巧面馆,统一企业(中国)投资有限公司,四川
337247,6925303711184,巧面馆地道系列砂锅香菇鸡面单袋,98g*24入,袋,2.5,巧面馆,统一企业(中国)投资有限公司,成都
337278,6925303725679,茶里王黄金桂乌龙茶外箱,PET560ml*15,件,6.5,茶里王,统一企业(中国)投资有限公司,江苏
337336,6925297136185,洋槐花调制蜂浆,980克/瓶,瓶,23.9,宝嘉力,浙江金太阳食品有限公司,浙江
337362,6925303712143,好劲道麻辣牛肉味5合1,90g*5,袋,6.0,好劲道,统一企业(中国)投资有限公司,广州
337382,6925282363039,30片瞬吸干爽日夜用综合装,1*30*24,包,13.5,媖洁,福建省媖洁日用品有限公司,28
337394,6925303721985,水晶葡萄,500ml/500ml,瓶,2.60,统一,统一企业(中国)投资有限公司,江苏
337419,6925329210135,卫生巾290mm 10pcs,290mm 10pcs,包,22.1,nice days,义乌市安柔卫生用品有限公司,浙江
337573,6925303722890,ALKAQUA天然矿泉水,PET360ML,盒,3.5,统一矿泉水,统一企业(中国)投资有限公司,江苏
337590,6925338000062,永叔公茶油腐乳,300g,瓶,13.5,永叔公,江西永叔府食品有限公司,6
337600,6925297910020,鲜牛奶,200ml,袋,1.4,开开家,青岛开开加食品有限公司,青岛
337674,6925299500168,家常卤料,60克/50袋,袋,2.50,二姐,重庆二姐食品有限公司,四川
337773,6925282820228,330ml紫情人爽口葡萄酒(5度）,1*12,瓶,21.1,紫情仁牌,吉林市东津食品有限公司,吉林
337833,6925303721091,统一水晶葡萄PET1500ML*6,1500ML/瓶,瓶,4.4,统一果汁,统一企业(中国)投资有限公司,29
337902,6925272220076,科龙碳性电池五粒挂卡,R03/R6,节,20.7,科龙,苏州南光电池有限公司,苏州
337995,6925263600054,雅格136随身电源6-FM-7W,6-FM-7W,个,20.9,金格,广东太格尔电源科技有限公司,广东
338099,6925303729363,统一冰红茶(柠檬),250ml*6,组,6.9,统一冰红茶,统一企业(中国)投资有限公司,广州
338223,6925303710798,巧面馆老坛酸菜牛肉面（原味）桶面,125g*12,桶,4,统一,统一企业(中国)投资有限公司,成都
338518,6925208623322,HP332华萍冷水壶圆形,圆形,个,19.6,华萍,台州市黄岩华萍生活用品有限公司,浙江
338687,6925263600078,雅格多功能电源YG-5386-FM-5,6-FM-5,个,18.1,金格,广东太格尔电源科技有限公司,广东
338780,6925210768189,草莓酸牛奶,1*222g,袋,10.5,酸牛奶,宁夏金河科技股份有限公司,银川
339301,6925210768165,天然酸牛奶百利包,16*195g,袋,1.80,百利包,宁夏金河科技股份有限公司,宁夏
339345,6925260620284,利方欧式盆LF2028,2028,个,36.0,英派,临沂利方塑胶制品有限公司,临沂
339439,6925158720355,高原葡萄酒橡木桶典藏（私人定制）,750mL*6,瓶,20.40,香格里拉,香格里拉酒业股份有限公司,云南昆明
339545,6925263600108,YG-389雅格灯6-FM-2.5,6-FM-2.5,个,22.3,金格,广东太格尔电源科技有限公司,广东
339710,6925158721574,香格里拉大藏秘干白750ml,750ml,瓶,95.00,香格里拉,香格里拉酒业股份有限公司,香格里拉
339732,6925158721253,恒美干红礼盒,750mL*2,盒,139,香格里拉,香格里拉酒业股份有限公司,云南
339987,6925158721062,天簌干红.爽红套装,750ML*2瓶/对,对,38.8,香格里拉,香格里拉酒业股份有限公司,云南
340004,6925158720218,普通干红葡萄酒,750mL*6,瓶,31,香格里拉,香格里拉酒业股份有限公司,云南
340021,6925158720171,恒美干红葡萄酒,750mL*6,瓶,44,香格里拉,香格里拉酒业股份有限公司,云南
340086,6925121600370,蓬江地牯牛500g袋,1*25/包,包,8.6,蓬江,重庆市蓬江食品有限公司,245
340232,6925121600134,蓬江牛肉脯广味袋,120g,包,34.8,蓬江,重庆市蓬江食品有限公司,245
340280,6925158720607,干红葡萄酒,750mL*6,瓶,16.8,香格里拉,香格里拉酒业股份有限公司,云南昆明
340297,6925210768837,金河果味酸奶小牧屋酸奶酸奶屋顶包 小牧屋100g*袋,6*100g,袋,9.70,酸奶,宁夏金河科技股份有限公司,银川
340546,6925158720843,赤霞珠干红葡萄酒,750mL*6,瓶,78,香格里拉,香格里拉酒业股份有限公司,香格里拉
340772,6925158720386,青稞深红大礼盒,750ml*2*4,盒,217.2,香格里拉    大藏秘,香格里拉酒业股份有限公司,云南
340800,6925121600813,80g蓬江精装彩袋麻辣牛肉脯,80克,包,19.8,蓬江,重庆市蓬江食品有限公司,245
340946,6925115420014,姜蒜醋,1×12×500ml,瓶,3.0,千年井,山西千年井老陈醋有限公司,6
341089,6925121600080,蓬江牛肉脯麻辣味袋,200g,包,148,蓬江,重庆市蓬江食品有限公司,245
341106,6925158720805,大藏秘青稞干白,750mL*6,瓶,35.7,香格里拉    大藏秘,香格里拉酒业股份有限公司,云南
341127,6925158720836,香格里拉解百纳,750ml,瓶,102,香格里拉,香格里拉酒业股份有限公司,香格里拉
341389,6925158718888,12度大藏秘青稞干白,750mL*6,瓶,63,香格里拉    大藏秘,香格里拉酒业股份有限公司,云南
341547,6925042528951,儿童条纹工艺拖鞋,180mm,双,6.0,快鹿,江苏快鹿鞋业有限公司,江都
341565,6925121600806,45克手撕牛肉（清香、香辣）,45克  条状,包,14.8,蓬江,重庆市蓬江食品有限公司,245
341568,6925121600394,蓬江手撕牛肉礼盒盒250,250,盒,29.8,蓬江,重庆市蓬江食品有限公司,245
341630,6925158721475,9度青稞干红,750ml,瓶,69,香格里拉    大藏秘,香格里拉酒业股份有限公司,香格里拉
341658,6925042526278,快鹿2627凉拖,260mm,双,5.9,快鹿,江苏快鹿鞋业有限公司,江都
341675,6925042528661,双色卡通工艺拖鞋,180mm,双,9.9,快鹿,江苏快鹿鞋业有限公司,江都
341688,6925042526209,快鹿HL2620男拖鞋,260mm,双,15.1,快鹿,江苏快鹿鞋业有限公司,江都
341689,6925042528784,工艺珊瑚拖鞋,240mm,双,9.9,快鹿,江苏快鹿鞋业有限公司,江都
341690,6925051200404,新世纪原味燕麦麦片,900A,包,14.8,金妹欢喜,汕头市金妹健康食品有限公司,汕头
341778,6925158720706,香格里拉特制干红750ml,1*6/瓶,瓶,45.0,香格里拉,香格里拉酒业股份有限公司,云南
341779,6925158720867,贵人香干百,750mL*6,瓶,49,香格里拉,香格里拉酒业股份有限公司,香格里拉
341807,6925042526025,快鹿KL2602男式凉拖,260mm,双,16.9,快鹿,江苏快鹿鞋业有限公司,江都
341860,6925088830018,纯牛奶,480毫升,袋,3.4,辉山,辽宁辉山乳业集团有限公司,沈阳
341912,6925042528791,高档毛拖鞋,240mm,双,19.7,快鹿,江苏快鹿鞋业有限公司,江都
342088,6925032700060,糖水金黄桃,1250g,瓶,15.0,鑫盛,临朐县金鑫食品厂,临朐
342210,6925042526124,快鹿KL2612儿童沙滩拖,180mm,双,5.9,快鹿,江苏快鹿鞋业有限公司,江都
342241,6925042528609,四季工艺拖鞋,240mm,双,15.9,快鹿,江苏快鹿鞋业有限公司,江都
342284,6925115420021,醇柔陈醋,1*12*500ml,瓶,24.1,千年井,山西千年井老陈醋有限公司,6
342381,6925042528722,工艺拖鞋,240mm,双,9.9,快鹿,江苏快鹿鞋业有限公司,江都
342385,6925042526261,快鹿2626凉拖,240mm,双,5.9,快鹿,江苏快鹿鞋业有限公司,江都
342461,6925042528982,儿童英文长帮拖鞋,180mm,双,10.1,快鹿,江苏快鹿鞋业有限公司,江都
342474,6925042528739,工艺相色绣花拖鞋,240mm,双,9.9,快鹿,江苏快鹿鞋业有限公司,江都
342503,6925051204327,红枣枸杞燕麦麦片,810A,包,17.8,金妹欢喜,汕头市金妹健康食品有限公司,汕头
342521,6925105800567,天立 老醋 300ml,300ml袋,袋,1.50,天立,天津市天立独流老醋股份有限公司,天津
342557,6925121600578,蓬江牛肉干,110g,包,29.8,蓬江,重庆市蓬江食品有限公司,245
342593,6925009900653,天喔拷扁榄,210g,袋,¥10.8,天喔,天喔食品(集团)有限公司,上海
342604,6925009904026,天喔美国西梅,454g/454g,袋,28.9,天喔,天喔食品(集团)有限公司,上海
342623,6925042528753,素色羊羔绒绣花拖鞋,240mm,双,9.9,快鹿,江苏快鹿鞋业有限公司,江都
342655,6925037900212,Amelie 勿忘我 40g/罐,40,双,16.3,Amelie,平阳县艾茗茶叶有限公司,中山
342658,6925051626389,AV500 俏林吸塑铁木筷  高档环保家居个性筷子 木筷批发,AV,排,11.8,俏林,台山市大江镇公益卓荣木器制品厂,9999
342669,6925042528821,工艺毛绒拖鞋,240mm,双,15.9,快鹿,江苏快鹿鞋业有限公司,江都
342677,6925051200015,金妹高钙低脂营养麦片690g,810A,包,14.50,金妹,汕头市金妹健康食品有限公司,汕头
342703,6925042528845,室内窝拖鞋,240mm,双,6.9,快鹿,江苏快鹿鞋业有限公司,江都
342715,6925009900011,天喔美国扁桃仁,454g*20,袋,83.9,天喔,天喔食品(集团)有限公司,上海
342836,6925009900783,天喔主意美国扁桃仁 110克,110g,袋,24,天喔,天喔食品(集团)有限公司,上海
342865,6925015897510,印花女衫,97510,件,17.1,迎春,扬州市迎春制衣有限公司,上海
342883,6925042526681,工艺拖鞋,240mm,双,15.9,快鹿,江苏快鹿鞋业有限公司,江都
342890,6925051626518,AV600 俏林吸塑香木筷 纯天然 无油无漆 家用木筷批发,AV,套,8.25,俏林,台山市大江镇公益卓荣木器制品厂,9999
342894,6925051201029,大特惠原味燕麦麦片,600A,包,12.8,金妹欢喜,汕头市金妹健康食品有限公司,汕头
342931,6925051201012,600g金妹牛奶加钙燕麦麦片买一送一特惠装,600g/包,包,21.50,金妹,汕头市金妹健康食品有限公司,汕头
343004,6925042528999,儿童分色绣花拖鞋,180mm,双,8.9,快鹿,江苏快鹿鞋业有限公司,江都
343039,6925042528807,提花羊羔绒拖鞋,240mm,双,15.9,快鹿,江苏快鹿鞋业有限公司,江都
343067,6925051200329,金妹低糖加钙速溶麦片(不分~速溶~袋装~不分)1999_1000克,100,包,17.4,金妹,汕头市金妹健康食品有限公司,汕头
343087,6925042528630,软底工艺拖鞋,240mm,双,9.9,快鹿,江苏快鹿鞋业有限公司,江都
343107,6925009904330,早早麦即食燕麦片（经典原味）,980g,包,21.9,早早麦,天喔食品(集团)有限公司,上海
343109,6924975886305,小浣熊柔丝特磨型儿童牙刷XYS-008,支,支,5.50,小浣熊,福建省梦娇兰日用化学品有限公司,广州
343137,6925019900063,单幅装NO975副盒,58x88x18mm,副,2.4,姚记,上海姚记扑克股份有限公司,上海
343161,6925042526148,快鹿KL2288男式凉拖,260mm,双,5.9,快鹿,江苏快鹿鞋业有限公司,江都
343231,6924972920187,重竹乌金茶盘-天韵 YZ-CPZ08295*295*50MM,295*295*50MM,袋,14.9,饮致,北京左茗右器商贸有限公司,昆明
343245,6924964300409,蚊不叮驱蚊花露水,95ML/瓶,瓶,17.7,宝中宝,兴化市宝中宝化妆品有限公司,泰州
343269,6925009902541,天喔盐津葡萄,190克/罐,袋,15.9,天喔,天喔食品(集团)有限公司,上海
